File Created: 	2019-10-02 11.51.20						
Gas Name:	Ar	H2	H2				
2066,060	50,000	0,000	0,000	49,997	0,000	0,206	0,0
2067,010	50,000	0,000	0,000	50,013	0,000	0,194	0,0
2068,055	50,000	0,000	0,000	50,013	0,000	0,222	0,0
2069,005	50,000	0,000	0,000	50,009	0,000	0,216	0,0
2070,051	50,000	0,000	0,000	50,003	0,000	0,231	0,0
2071,000	50,000	0,000	0,000	49,978	0,000	0,206	0,0
2072,045	50,000	0,000	0,000	50,009	0,000	0,237	0,0
2073,090	50,000	0,000	0,000	50,000	0,000	0,212	0,0
2074,041	50,000	0,000	0,000	50,000	0,000	0,219	0,0
2075,085	50,000	0,000	0,000	49,991	0,000	0,216	0,0
2076,036	50,000	0,000	0,000	50,009	0,000	0,184	0,0
2077,080	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2078,030	50,000	0,000	0,000	50,013	0,000	0,181	0,0
2079,075	50,000	0,000	0,000	50,003	0,000	0,194	0,0
2080,025	50,000	0,000	0,000	50,006	0,000	0,181	0,0
2081,070	50,000	0,000	0,000	50,000	0,000	0,237	0,0
2082,020	50,000	0,000	0,000	49,978	0,000	0,194	0,0
2083,065	50,000	0,000	0,000	49,997	0,000	0,191	0,0
2084,015	50,000	0,000	0,000	49,972	0,000	0,206	0,0
2085,060	50,000	0,000	0,000	50,006	0,000	0,212	0,0
2086,010	50,000	0,000	0,000	50,025	0,000	0,200	0,0
2087,055	50,000	0,000	0,000	50,000	0,000	0,206	0,0
2088,006	50,000	0,000	0,000	50,009	0,000	0,187	0,0
2089,050	50,000	0,000	0,000	49,997	0,000	0,172	0,0
2090,000	50,000	0,000	0,000	49,994	0,000	0,203	0,0
2091,045	50,000	0,000	0,000	49,984	0,000	0,225	0,0
2092,090	50,000	0,000	0,000	49,997	0,000	0,194	0,0
2093,040	50,000	0,000	0,000	50,006	0,000	0,247	0,0
2094,085	50,000	0,000	0,000	50,000	0,000	0,187	0,0
2095,036	50,000	0,000	0,000	49,987	0,000	0,216	0,0
2096,081	50,000	0,000	0,000	50,006	0,000	0,194	0,0
2097,031	50,000	0,000	0,000	50,006	0,000	0,209	0,0
2098,075	50,000	0,000	0,000	49,997	0,000	0,184	0,0
2099,025	50,000	0,000	0,000	50,006	0,000	0,194	0,0
2100,070	50,000	0,000	0,000	49,997	0,000	0,203	0,0
2101,020	50,000	0,000	0,000	50,009	0,000	0,178	0,0
2102,065	50,000	0,000	0,000	49,994	0,000	0,203	0,0
2103,015	50,000	0,000	0,000	50,003	0,000	0,191	0,0
2104,060	50,000	0,000	0,000	50,000	0,000	0,225	0,0
2105,010	50,000	0,000	0,000	50,016	0,000	0,200	0,0
2106,056	50,000	0,000	0,000	50,019	0,000	0,228	0,0
2107,005	50,000	0,000	0,000	50,000	0,000	0,206	0,0
2108,050	50,000	0,000	0,000	49,997	0,000	0,203	0,0
2109,001	50,000	0,000	0,000	50,006	0,000	0,191	0,0
2110,045	50,000	0,000	0,000	50,003	0,000	0,225	0,0
2111,090	50,000	0,000	0,000	50,013	0,000	0,184	0,0
2112,041	50,000	0,000	0,000	49,994	0,000	0,225	0,0
2113,085	50,000	0,000	0,000	50,016	0,000	0,191	0,0
2114,035	50,000	0,000	0,000	50,013	0,000	0,197	0,0
2115,080	50,000	0,000	0,000	50,013	0,000	0,209	0,0
2116,031	50,000	0,000	0,000	50,009	0,000	0,203	0,0
2117,075	50,000	0,000	0,000	50,006	0,000	0,222	0,0
2118,025	50,000	0,000	0,000	50,000	0,000	0,219	0,0
2119,070	50,000	0,000	0,000	50,003	0,000	0,206	0,0
2120,020	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2121,065	50,000	0,000	0,000	49,997	0,000	0,197	0,0
2122,015	50,000	0,000	0,000	50,013	0,000	0,169	0,0
2123,060	50,000	0,000	0,000	50,003	0,000	0,206	0,0
2124,010	50,000	0,000	0,000	49,997	0,000	0,219	0,0
2125,055	50,000	0,000	0,000	50,006	0,000	0,216	0,0
2126,005	50,000	0,000	0,000	50,006	0,000	0,222	0,0
2127,051	50,000	0,000	0,000	49,994	0,000	0,200	0,0
2128,001	50,000	0,000	0,000	49,994	0,000	0,191	0,0
2129,045	50,000	0,000	0,000	49,997	0,000	0,216	0,0
2130,090	50,000	0,000	0,000	50,000	0,000	0,209	0,0
2131,040	50,000	0,000	0,000	50,000	0,000	0,194	0,0
2132,085	50,000	0,000	0,000	49,984	0,000	0,222	0,0
2133,036	50,000	0,000	0,000	50,003	0,000	0,175	0,0
2134,080	50,000	0,000	0,000	50,000	0,000	0,181	0,0
2135,031	50,000	0,000	0,000	50,000	0,000	0,209	0,0
2136,076	50,000	0,000	0,000	50,009	0,000	0,206	0,0
2137,026	50,000	0,000	0,000	49,994	0,000	0,187	0,0
2138,070	50,000	0,000	0,000	50,009	0,000	0,209	0,0
2139,020	50,000	0,000	0,000	49,994	0,000	0,212	0,0
2140,065	50,000	0,000	0,000	50,000	0,000	0,181	0,0
2141,015	50,000	0,000	0,000	49,997	0,000	0,206	0,0
2142,060	50,000	0,000	0,000	50,003	0,000	0,181	0,0
2143,010	50,000	0,000	0,000	49,997	0,000	0,187	0,0
2144,056	50,000	0,000	0,000	50,019	0,000	0,209	0,0
2145,005	50,000	0,000	0,000	49,994	0,000	0,219	0,0
2146,051	50,000	0,000	0,000	49,994	0,000	0,181	0,0
2147,001	50,000	0,000	0,000	49,991	0,000	0,206	0,0
2148,045	50,000	0,000	0,000	49,994	0,000	0,191	0,0
2149,090	50,000	0,000	0,000	50,013	0,000	0,203	0,0
2150,040	50,000	0,000	0,000	49,984	0,000	0,181	0,0
2151,085	50,000	0,000	0,000	49,987	0,000	0,222	0,0
2152,035	50,000	0,000	0,000	50,003	0,000	0,191	0,0
2153,081	50,000	0,000	0,000	50,009	0,000	0,200	0,0
2154,030	50,000	0,000	0,000	49,997	0,000	0,228	0,0
2155,075	50,000	0,000	0,000	49,991	0,000	0,203	0,0
2156,025	50,000	0,000	0,000	50,016	0,000	0,225	0,0
2157,070	50,000	0,000	0,000	50,000	0,000	0,222	0,0
2158,020	50,000	0,000	0,000	49,987	0,000	0,194	0,0
2159,065	50,000	0,000	0,000	50,006	0,000	0,212	0,0
2160,015	50,000	0,000	0,000	49,997	0,000	0,197	0,0
2161,061	50,000	0,000	0,000	49,984	0,000	0,216	0,0
2162,010	50,000	0,000	0,000	50,003	0,000	0,212	0,0
2163,055	50,000	0,000	0,000	50,003	0,000	0,222	0,0
2164,005	50,000	0,000	0,000	49,997	0,000	0,222	0,0
2165,051	50,000	0,000	0,000	49,997	0,000	0,191	0,0
2166,000	50,000	0,000	0,000	50,009	0,000	0,209	0,0
2167,045	50,000	0,000	0,000	50,003	0,000	0,209	0,0
2168,091	50,000	0,000	0,000	50,003	0,000	0,212	0,0
2169,040	50,000	0,000	0,000	49,994	0,000	0,216	0,0
2170,086	50,000	0,000	0,000	50,009	0,000	0,181	0,0
2171,035	50,000	0,000	0,000	50,016	0,000	0,184	0,0
2172,080	50,000	0,000	0,000	50,000	0,000	0,194	0,0
2173,030	50,000	0,000	0,000	50,013	0,000	0,212	0,0
2174,075	50,000	0,000	0,000	49,994	0,000	0,194	0,0
2175,025	50,000	0,000	0,000	50,006	0,000	0,225	0,0
2176,070	50,000	0,000	0,000	49,994	0,000	0,212	0,0
2177,020	50,000	0,000	0,000	49,984	0,000	0,250	0,0
2178,065	50,000	0,000	0,000	50,000	0,000	0,184	0,0
2179,015	50,000	0,000	0,000	50,013	0,000	0,209	0,0
2180,060	50,000	0,000	0,000	49,994	0,000	0,216	0,0
2181,010	50,000	0,000	0,000	50,013	0,000	0,194	0,0
2182,056	50,000	0,000	0,000	49,991	0,000	0,244	0,0
2183,005	50,000	0,000	0,000	49,997	0,000	0,219	0,0
2184,050	50,000	0,000	0,000	49,997	0,000	0,172	0,0
2185,000	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2186,045	50,000	0,000	0,000	49,987	0,000	0,200	0,0
2187,090	50,000	0,000	0,000	49,997	0,000	0,197	0,0
2188,040	50,000	0,000	0,000	50,000	0,000	0,206	0,0
2189,086	50,000	0,000	0,000	49,991	0,000	0,166	0,0
2190,035	50,000	0,000	0,000	50,006	0,000	0,191	0,0
2191,080	50,000	0,000	0,000	50,003	0,000	0,166	0,0
2192,030	50,000	0,000	0,000	50,003	0,000	0,203	0,0
2193,075	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2194,025	50,000	0,000	0,000	50,013	0,000	0,197	0,0
2195,070	50,000	0,000	0,000	49,997	0,000	0,228	0,0
2196,020	50,000	0,000	0,000	50,003	0,000	0,216	0,0
2197,065	50,000	0,000	0,000	49,994	0,000	0,197	0,0
2198,015	50,000	0,000	0,000	50,006	0,000	0,216	0,0
2199,060	50,000	0,000	0,000	50,016	0,000	0,203	0,0
2200,010	50,000	0,000	0,000	50,000	0,000	0,206	0,0
2201,056	50,000	0,000	0,000	50,019	0,000	0,191	0,0
2202,005	50,000	0,000	0,000	50,000	0,000	0,197	0,0
2203,051	50,000	0,000	0,000	49,981	0,000	0,209	0,0
2204,000	50,000	0,000	0,000	50,003	0,000	0,219	0,0
2205,046	50,000	0,000	0,000	50,006	0,000	0,216	0,0
2206,091	50,000	0,000	0,000	50,000	0,000	0,209	0,0
2207,040	50,000	0,000	0,000	49,987	0,000	0,194	0,0
2208,085	50,000	0,000	0,000	50,006	0,000	0,197	0,0
2209,036	50,000	0,000	0,000	49,994	0,000	0,216	0,0
2210,080	50,000	0,000	0,000	50,003	0,000	0,184	0,0
2211,030	50,000	0,000	0,000	49,991	0,000	0,187	0,0
2212,075	50,000	0,000	0,000	49,997	0,000	0,212	0,0
2213,025	50,000	0,000	0,000	50,019	0,000	0,194	0,0
2214,070	50,000	0,000	0,000	50,013	0,000	0,231	0,0
2215,020	50,000	0,000	0,000	49,987	0,000	0,209	0,0
2216,065	50,000	0,000	0,000	50,022	0,000	0,197	0,0
2217,015	50,000	0,000	0,000	50,000	0,000	0,184	0,0
2218,060	50,000	0,000	0,000	50,016	0,000	0,209	0,0
2219,010	50,000	0,000	0,000	50,000	0,000	0,222	0,0
2220,056	50,000	0,000	0,000	50,013	0,000	0,200	0,0
2221,006	50,000	0,000	0,000	50,000	0,000	0,200	0,0
2222,050	50,000	0,000	0,000	49,984	0,000	0,191	0,0
2223,000	50,000	0,000	0,000	50,000	0,000	0,209	0,0
2224,045	50,000	0,000	0,000	49,994	0,000	0,194	0,0
2225,091	50,000	0,000	0,000	50,006	0,000	0,194	0,0
2226,040	50,000	0,000	0,000	49,991	0,000	0,222	0,0
2227,085	50,000	0,000	0,000	50,013	0,000	0,200	0,0
2228,035	50,000	0,000	0,000	49,981	0,000	0,197	0,0
2229,080	50,000	0,000	0,000	49,991	0,000	0,212	0,0
2230,030	50,000	0,000	0,000	50,000	0,000	0,216	0,0
2231,075	50,000	0,000	0,000	49,991	0,000	0,216	0,0
2232,025	50,000	0,000	0,000	50,009	0,000	0,216	0,0
2233,070	50,000	0,000	0,000	49,994	0,000	0,225	0,0
2234,020	50,000	0,000	0,000	50,009	0,000	0,197	0,0
2235,065	50,000	0,000	0,000	49,991	0,000	0,197	0,0
2236,015	50,000	0,000	0,000	50,000	0,000	0,197	0,0
2237,060	50,000	0,000	0,000	49,997	0,000	0,194	0,0
2238,010	50,000	0,000	0,000	49,987	0,000	0,241	0,0
2239,055	50,000	0,000	0,000	49,997	0,000	0,219	0,0
2240,005	50,000	0,000	0,000	49,991	0,000	0,197	0,0
2241,051	50,000	0,000	0,000	50,000	0,000	0,209	0,0
2242,000	50,000	0,000	0,000	50,016	0,000	0,194	0,0
2243,045	50,000	0,000	0,000	49,994	0,000	0,194	0,0
2244,090	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2245,041	50,000	0,000	0,000	50,000	0,000	0,191	0,0
2246,085	50,000	0,000	0,000	50,009	0,000	0,222	0,0
2247,035	50,000	0,000	0,000	50,009	0,000	0,191	0,0
2248,081	50,000	0,000	0,000	49,994	0,000	0,219	0,0
2249,031	50,000	0,000	0,000	49,994	0,000	0,187	0,0
2250,076	50,000	0,000	0,000	49,984	0,000	0,194	0,0
2251,025	50,000	0,000	0,000	50,013	0,000	0,194	0,0
2252,070	50,000	0,000	0,000	49,984	0,000	0,231	0,0
2253,020	50,000	0,000	0,000	49,997	0,000	0,194	0,0
2254,065	50,000	0,000	0,000	50,000	0,000	0,200	0,0
2255,015	50,000	0,000	0,000	50,003	0,000	0,222	0,0
2256,060	50,000	0,000	0,000	49,991	0,000	0,212	0,0
2257,010	50,000	0,000	0,000	49,981	0,000	0,219	0,0
2258,056	50,000	0,000	0,000	49,997	0,000	0,209	0,0
2259,006	50,000	0,000	0,000	49,994	0,000	0,200	0,0
2260,051	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2261,001	50,000	0,000	0,000	50,000	0,000	0,184	0,0
2262,045	50,000	0,000	0,000	50,016	0,000	0,234	0,0
2263,090	50,000	0,000	0,000	50,003	0,000	0,197	0,0
2264,040	50,000	0,000	0,000	49,981	0,000	0,172	0,0
2265,085	50,000	0,000	0,000	50,003	0,000	0,181	0,0
2266,035	50,000	0,000	0,000	50,003	0,000	0,184	0,0
2267,080	50,000	0,000	0,000	49,997	0,000	0,216	0,0
2268,031	50,000	0,000	0,000	50,000	0,000	0,187	0,0
2269,075	50,000	0,000	0,000	49,991	0,000	0,206	0,0
2270,025	50,000	0,000	0,000	49,997	0,000	0,237	0,0
2271,071	50,000	0,000	0,000	50,009	0,000	0,184	0,0
2272,020	50,000	0,000	0,000	50,009	0,000	0,200	0,0
2273,065	50,000	0,000	0,000	49,994	0,000	0,225	0,0
2274,015	50,000	0,000	0,000	50,000	0,000	0,212	0,0
2275,060	50,000	0,000	0,000	49,997	0,000	0,200	0,0
2276,010	50,000	0,000	0,000	50,003	0,000	0,200	0,0
2277,056	50,000	0,000	0,000	50,006	0,000	0,181	0,0
2278,006	50,000	0,000	0,000	49,987	0,000	0,184	0,0
2279,050	50,000	0,000	0,000	50,013	0,000	0,206	0,0
2280,000	50,000	0,000	0,000	50,013	0,000	0,191	0,0
2281,046	50,000	0,000	0,000	50,003	0,000	0,231	0,0
2282,091	47,500	0,000	10,253	49,191	0,000	20,991	0,0
2283,041	47,500	0,000	10,253	47,937	0,000	12,516	0,0
2284,086	47,500	0,000	10,253	47,622	0,000	10,328	0,0
2285,035	47,500	0,000	10,253	47,553	0,000	10,109	0,0
2286,080	47,500	0,000	10,253	47,528	0,000	10,119	0,0
2287,031	47,500	0,000	10,253	47,500	0,000	10,159	0,0
2288,075	47,500	0,000	10,253	47,513	0,000	10,181	0,0
2289,025	47,500	0,000	10,253	47,503	0,000	10,191	0,0
2290,070	47,500	0,000	10,253	47,491	0,000	10,197	0,0
2291,020	47,500	0,000	10,253	47,487	0,000	10,200	0,0
2292,065	47,500	0,000	10,253	47,491	0,000	10,238	0,0
2293,015	47,500	0,000	10,253	47,503	0,000	10,225	0,0
2294,060	47,500	0,000	10,253	47,487	0,000	10,225	0,0
2295,010	47,500	0,000	10,253	47,497	0,000	10,234	0,0
2296,056	47,500	0,000	10,253	47,500	0,000	10,222	0,0
2297,006	47,500	0,000	10,253	47,487	0,000	10,228	0,0
2298,051	47,500	0,000	10,253	47,497	0,000	10,247	0,0
2299,000	47,500	0,000	10,253	47,500	0,000	10,231	0,0
2300,045	47,500	0,000	10,253	47,491	0,000	10,234	0,0
2301,090	47,500	0,000	10,253	47,497	0,000	10,222	0,0
2302,041	47,500	0,000	10,253	47,509	0,000	10,241	0,0
2303,086	47,500	0,000	10,253	47,487	0,000	10,241	0,0
2304,035	47,500	0,000	10,253	47,503	0,000	10,231	0,0
2305,080	47,500	0,000	10,253	47,503	0,000	10,238	0,0
2306,031	47,500	0,000	10,253	47,500	0,000	10,228	0,0
2307,075	47,500	0,000	10,253	47,497	0,000	10,250	0,0
2308,025	47,500	0,000	10,253	47,497	0,000	10,219	0,0
2309,070	47,500	0,000	10,253	47,494	0,000	10,238	0,0
2310,020	47,500	0,000	10,253	47,487	0,000	10,253	0,0
2311,065	47,500	0,000	10,253	47,509	0,000	10,209	0,0
2312,015	47,500	0,000	10,253	47,503	0,000	10,234	0,0
2313,060	47,500	0,000	10,253	47,509	0,000	10,250	0,0
2314,010	47,500	0,000	10,253	47,494	0,000	10,241	0,0
2315,055	47,500	0,000	10,253	47,513	0,000	10,850	0,0
2316,006	47,500	0,000	10,253	47,516	14,325	12,338	0,0
2317,050	47,500	0,000	10,253	47,491	21,759	11,225	0,0
2318,000	47,500	0,000	10,253	47,503	21,381	10,338	0,0
2319,045	47,500	0,000	10,253	47,497	18,750	9,731	0,0
2320,090	47,500	0,000	10,253	47,506	15,519	9,659	0,0
2321,041	47,500	0,000	10,253	47,503	13,266	9,766	0,0
2322,086	47,500	0,000	10,253	47,497	10,637	9,891	0,0
2323,035	47,500	0,000	10,253	47,509	8,972	9,975	0,0
2324,081	47,500	0,000	10,253	47,516	7,153	10,044	0,0
2325,030	47,500	0,000	10,253	47,497	6,022	10,081	0,0
2326,075	47,500	0,000	10,253	47,494	4,669	10,122	0,0
2327,025	47,500	0,000	10,253	47,494	3,791	10,125	0,0
2328,071	47,500	0,000	10,253	47,494	2,728	10,137	0,0
2329,020	47,500	0,000	10,253	47,506	2,028	10,153	0,0
2330,065	47,500	0,000	10,253	47,500	0,000	10,156	0,0
2331,016	47,500	0,000	10,253	47,494	0,000	10,162	0,0
2332,060	47,500	0,000	10,253	47,491	0,000	10,187	0,0
2333,010	47,500	0,000	10,253	47,491	0,000	10,191	0,0
2334,056	47,500	0,000	10,253	47,494	0,000	10,206	0,0
2335,006	47,500	0,000	10,253	47,500	0,000	10,228	0,0
2336,050	47,500	0,000	10,253	47,491	0,000	10,216	0,0
2337,000	47,500	0,000	10,253	47,481	0,000	10,228	0,0
2338,045	47,500	0,000	10,253	47,513	0,000	10,222	0,0
2339,090	47,500	0,000	10,253	47,513	0,000	10,231	0,0
2340,041	47,500	0,000	10,253	47,503	0,000	10,234	0,0
2341,085	47,500	0,000	10,253	47,503	0,000	10,234	0,0
2342,036	47,500	0,000	10,253	47,506	0,000	10,228	0,0
2343,080	47,500	0,000	10,253	47,509	0,000	10,250	0,0
2344,030	47,500	0,000	10,253	47,500	0,000	10,228	0,0
2345,076	47,500	0,000	10,253	47,497	0,000	10,253	0,0
2346,025	47,500	0,000	10,253	47,497	0,000	10,231	0,0
2347,070	47,500	0,000	10,253	47,487	0,000	10,250	0,0
2348,020	47,500	0,000	10,253	47,494	0,000	10,244	0,0
2349,066	47,500	0,000	10,253	47,506	0,000	10,238	0,0
2350,015	47,500	0,000	10,253	47,494	0,000	10,244	0,0
2351,060	47,500	0,000	10,253	47,484	0,000	10,262	0,0
2352,010	47,500	0,000	10,253	47,500	0,000	10,225	0,0
2353,056	47,500	0,000	10,253	47,503	0,000	10,244	0,0
2354,005	47,500	0,000	10,253	47,506	0,000	10,262	0,0
2355,050	47,500	0,000	10,253	47,494	0,000	10,253	0,0
2356,000	47,500	0,000	10,253	47,491	0,000	10,253	0,0
2357,046	47,500	0,000	10,253	47,509	0,000	10,253	0,0
2358,090	47,500	0,000	10,253	47,500	0,000	10,250	0,0
2359,040	47,500	0,000	10,253	47,491	0,000	10,241	0,0
2360,085	47,500	0,000	10,253	47,494	0,000	10,262	0,0
2361,035	47,500	0,000	10,253	47,503	0,000	10,250	0,0
2362,080	47,500	0,000	10,253	47,491	0,000	10,244	0,0
2363,031	47,500	0,000	10,253	47,497	0,000	10,241	0,0
2364,075	47,500	0,000	10,253	47,503	0,000	10,244	0,0
2365,026	47,500	0,000	10,253	47,484	0,000	10,241	0,0
2366,071	47,500	0,000	10,253	47,487	0,000	10,266	0,0
2367,020	47,500	0,000	10,253	47,494	0,000	10,253	0,0
2368,065	47,500	0,000	10,253	47,491	0,000	10,247	0,0
2369,015	47,500	0,000	10,253	47,503	0,000	10,262	0,0
2370,060	47,500	0,000	10,253	47,503	0,000	10,247	0,0
2371,010	47,500	0,000	10,253	47,491	0,000	10,250	0,0
2372,055	47,500	0,000	10,253	47,497	0,000	10,244	0,0
2373,005	47,500	0,000	10,253	47,484	0,000	10,250	0,0
2374,050	47,500	0,000	10,253	47,497	0,000	10,244	0,0
2375,000	47,500	0,000	10,253	47,497	0,000	10,234	0,0
2376,045	47,500	0,000	10,253	47,497	0,000	10,238	0,0
2377,090	47,500	0,000	10,253	47,500	0,000	10,247	0,0
2378,040	47,500	0,000	10,253	47,506	0,000	10,234	0,0
2379,085	47,500	0,000	10,253	47,500	0,000	10,272	0,0
2380,036	47,500	0,000	10,253	47,516	0,000	10,238	0,0
2381,080	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2382,031	47,500	0,000	10,253	47,519	0,000	10,256	0,0
2383,075	47,500	0,000	10,253	47,497	0,000	10,250	0,0
2384,025	47,500	0,000	10,253	47,494	0,000	10,262	0,0
2385,070	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2386,020	47,500	0,000	10,253	47,478	0,000	10,247	0,0
2387,065	47,500	0,000	10,253	47,506	0,000	10,234	0,0
2388,015	47,500	0,000	10,253	47,491	0,000	10,241	0,0
2389,060	47,500	0,000	10,253	47,487	0,000	10,247	0,0
2390,010	47,500	0,000	10,253	47,491	0,000	10,269	0,0
2391,055	47,500	0,000	10,253	47,513	0,000	10,253	0,0
2392,005	47,500	0,000	10,253	47,509	0,000	10,247	0,0
2393,051	47,500	0,000	10,253	47,500	0,000	10,253	0,0
2394,000	47,500	0,000	10,253	47,497	0,000	10,247	0,0
2395,046	47,500	0,000	10,253	47,503	0,000	10,238	0,0
2396,090	47,500	0,000	10,253	47,484	0,000	10,234	0,0
2397,041	47,500	0,000	10,253	47,487	0,000	10,256	0,0
2398,085	47,500	0,000	10,253	47,503	0,000	10,247	0,0
2399,036	47,500	0,000	10,253	47,487	0,000	10,250	0,0
2400,080	47,500	0,000	10,253	47,494	0,000	10,256	0,0
2401,030	47,500	0,000	10,253	47,503	0,000	10,244	0,0
2402,076	47,500	0,000	10,253	47,484	0,000	10,247	0,0
2403,025	47,500	0,000	10,253	47,509	0,000	10,234	0,0
2404,070	47,500	0,000	10,253	47,503	0,000	10,231	0,0
2405,020	47,500	0,000	10,253	47,500	0,000	10,244	0,0
2406,065	47,500	0,000	10,253	47,494	0,000	10,253	0,0
2407,015	47,500	0,000	10,253	47,500	0,000	10,244	0,0
2408,060	47,500	0,000	10,253	47,506	0,000	10,231	0,0
2409,010	47,500	0,000	10,253	47,509	0,000	10,256	0,0
2410,055	47,500	0,000	10,253	47,484	0,000	10,250	0,0
2411,005	47,500	0,000	10,253	47,513	0,000	10,256	0,0
2412,050	47,500	0,000	10,253	47,503	0,000	10,253	0,0
2413,001	47,500	0,000	10,253	47,519	0,000	10,247	0,0
2414,045	47,500	0,000	10,253	47,503	0,000	10,269	0,0
2415,090	47,500	0,000	10,253	47,500	0,000	10,238	0,0
2416,041	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2417,086	47,500	0,000	10,253	47,509	0,000	10,256	0,0
2418,035	47,500	0,000	10,253	47,497	0,000	10,244	0,0
2419,081	47,500	0,000	10,253	47,503	0,000	10,238	0,0
2420,030	47,500	0,000	10,253	47,509	0,000	10,231	0,0
2421,075	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2422,025	47,500	0,000	10,253	47,497	0,000	10,209	0,0
2423,070	47,500	0,000	10,253	47,503	0,000	10,241	0,0
2424,020	47,500	0,000	10,253	47,500	0,000	10,247	0,0
2425,065	47,500	0,000	10,253	47,494	0,000	10,234	0,0
2426,015	47,500	0,000	10,253	47,506	0,000	10,241	0,0
2427,060	47,500	0,000	10,253	47,484	0,000	10,266	0,0
2428,010	47,500	0,000	10,253	47,503	0,000	10,247	0,0
2429,056	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2430,005	47,500	0,000	10,253	47,506	0,000	10,231	0,0
2431,051	47,500	0,000	10,253	47,503	0,000	10,262	0,0
2432,000	47,500	0,000	10,253	47,497	0,000	10,238	0,0
2433,045	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2434,090	47,500	0,000	10,253	47,509	0,000	10,234	0,0
2435,040	47,500	0,000	10,253	47,506	0,000	10,250	0,0
2436,085	47,500	0,000	10,253	47,494	0,000	10,228	0,0
2437,035	47,500	0,000	10,253	47,497	0,000	10,266	0,0
2438,080	47,500	0,000	10,253	47,509	0,000	10,256	0,0
2439,030	47,500	0,000	10,253	47,506	0,000	10,231	0,0
2440,075	47,500	0,000	10,253	47,497	0,000	10,256	0,0
2441,025	47,500	0,000	10,253	47,500	0,000	10,244	0,0
2442,070	47,500	0,000	10,253	47,500	0,000	10,241	0,0
2443,020	47,500	0,000	10,253	47,516	0,000	10,250	0,0
2444,065	47,500	0,000	10,253	47,503	0,000	10,234	0,0
2445,015	47,500	0,000	10,253	47,500	0,000	10,244	0,0
2446,060	47,500	0,000	10,253	47,497	0,000	10,275	0,0
2447,010	47,500	0,000	10,253	47,497	0,000	10,241	0,0
2448,056	47,500	0,000	10,253	47,509	0,000	10,256	0,0
2449,005	47,500	0,000	10,253	47,494	0,000	10,241	0,0
2450,050	47,500	0,000	10,253	47,503	0,000	10,241	0,0
2451,000	47,500	0,000	10,253	47,494	0,000	10,250	0,0
2452,045	47,500	0,000	10,253	47,491	0,000	10,253	0,0
2453,090	47,500	0,000	10,253	47,491	0,000	10,259	0,0
2454,041	47,500	0,000	10,253	47,494	0,000	10,247	0,0
2455,085	47,500	0,000	10,253	47,509	0,000	10,269	0,0
2456,035	47,500	0,000	10,253	47,500	0,000	10,262	0,0
2457,080	47,500	0,000	10,253	47,491	0,000	10,222	0,0
2458,031	47,500	0,000	10,253	47,481	0,000	10,241	0,0
2459,075	47,500	0,000	10,253	47,497	0,000	10,247	0,0
2460,025	47,500	0,000	10,253	47,503	0,000	10,272	0,0
2461,071	47,500	0,000	10,253	47,500	0,000	10,231	0,0
2462,020	47,500	0,000	10,253	47,497	0,000	10,244	0,0
2463,065	47,500	0,000	10,253	47,491	0,000	10,247	0,0
2464,015	47,500	0,000	10,253	47,487	0,000	10,234	0,0
2465,060	47,500	0,000	10,253	47,494	0,000	10,244	0,0
2466,010	47,500	0,000	10,253	47,503	0,000	10,253	0,0
2467,055	47,500	0,000	10,253	47,494	0,000	10,259	0,0
2468,005	47,500	0,000	10,253	47,491	0,000	10,250	0,0
2469,051	47,500	0,000	10,253	47,506	0,000	10,238	0,0
2470,001	47,500	0,000	10,253	47,509	0,000	10,238	0,0
2471,046	47,500	0,000	10,253	47,516	0,000	10,250	0,0
2472,090	47,500	0,000	10,253	47,503	0,000	10,244	0,0
2473,040	47,500	0,000	10,253	47,503	0,000	10,231	0,0
2474,085	47,500	0,000	10,253	47,497	0,000	10,259	0,0
2475,035	47,500	0,000	10,253	47,484	0,000	10,247	0,0
2476,080	47,500	0,000	10,253	47,506	0,000	10,247	0,0
2477,030	47,500	0,000	10,253	47,503	0,000	10,238	0,0
2478,075	47,500	0,000	10,253	47,491	0,000	10,247	0,0
2479,025	47,500	0,000	10,253	47,497	0,000	10,250	0,0
2480,071	47,500	0,000	10,253	47,487	0,000	10,225	0,0
2481,020	47,500	0,000	10,253	47,516	0,000	10,253	0,0
2482,065	47,500	0,000	10,253	47,503	0,000	10,256	0,0
2483,016	47,500	0,000	10,253	47,500	0,000	10,266	0,0
2484,060	47,500	0,000	10,253	47,503	0,000	10,244	0,0
2485,010	47,500	0,000	10,253	47,500	0,000	10,247	0,0
2486,055	47,500	0,000	10,253	47,487	0,000	10,222	0,0
2487,005	47,500	0,000	10,253	47,503	0,000	10,222	0,0
2488,050	47,500	0,000	10,253	47,506	0,000	10,238	0,0
